Date,Time,Away_Team,Home_Team,Away_Money_Line,Home_Money_Line,Away_Total,Home_Total,temp,DP,HUMID,Baro,M,N,O,P,Q,R,Total_Hits,Total_Walks,Total_Walks_Hits,Total_Bases,Away_Inning_1,h9,h8,h7,h6,h5,h4,h3,h2,h1,Home_Inning_1,a9,a8,a7,a6,a5,a4,A3,A2,A1,AQ,home_runs,stolen_bases,Away_Starter_Last_Name,Away_Starter_Handedness,Home_Starter_First_Name,Home_Starter_Last_Name,Home_Starter_Handedness,LD_PA,GB_PA,FB_PA,SO_PA,LD_BABIP,GB_BABIP,FB_BABIP,BF
4/20/2015,6:00 PM,Padres,Rockies,134,-145,9.5 -116,9.5 +105,48,32,54,29.93,NNW,11.5,1.249,4.5,20.25,24.75,8,26,4,30,43,1,0,0,0,0,2,0,0,0,\N,0,0,0,0,5,0,0,4,5,,1,,,,,,,,,,,,,,
4/12/2015,2:00 PM,Cubs,Rockies,-102,-106,9.5 -119,9.5 +108,64.9,19,17,29.81,NNW,21.9,1.2051,11.25,6.75,18,11,18,5,23,38,0,0,0,0,1,0,0,4,0,\N,3,0,0,0,2,0,0,1,0,,1,,,,,,,,,,,,,,
6/12/2014,1:00 PM,Braves,Rockies,-110,102,9.5 -108,9.5 -102,72,48,43,29.97,ESE,8.1,1.1919,4.5,0,4.5,13,14,10,24,37,0,2,5,1,0,0,2,0,0,\N,0,3,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,
6/11/2014,6:00 PM,Braves,Rockies,-136,126,10 -115,10 +104,61,50,67,29.92,ENE,8.1,1.2146,4.5,0,4.5,10,19,2,21,26,0,0,2,1,1,0,1,0,3,\N,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,
6/22/2014,2:00 PM,Brewers,Rockies,-125,115,11 -114,11 +103,70,37,30,30.1,South,10.4,1.2034,6.75,11.25,18,11,25,8,33,53,1,1,0,0,0,0,2,1,0,\N,1,0,0,0,2,0,0,3,0,,3,,,,,,,,,,,,,,
6/21/2014,2:00 PM,Brewers,Rockies,-143,132,12 +100,12 -110,84,37.9,19,29.99,SE,9.2,1.168,0,20.25,20.25,13,18,6,24,36,0,0,0,2,0,0,0,0,2,\N,0,0,0,0,1,0,4,4,0,,2,,,,,,,,,,,,,,
6/25/2014,1:00 PM,Cardinals,Rockies,-128,118,11.5 -103,11.5 -107,82,33.1,17,30.04,WSW,5.8,1.1748,11.25,9,20.25,15,21,8,29,46,0,0,0,1,0,5,0,0,0,\N,2,2,1,0,3,0,1,0,0,,2,,,,,,,,,,,,,,
8/5/2014,6:00 PM,Cubs,Rockies,121,-131,10 -103,10 -107,72,55,55,29.97,WSW,5.8,1.1904,4.5,9,13.5,11,22,14,36,48,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,1,0,0,,3,,,,,,,,,,,,,,
8/7/2014,1:00 PM,Cubs,Rockies,111,-120,10.5 +100,10.5 -110,55.9,51.1,84,30.21,West,4.6,1.2384,2.25,4.5,6.75,8,14,3,17,28,0,0,0,1,0,1,0,0,0,\N,0,2,0,2,0,0,1,1,0,,3,,,,,,,,,,,,,,
6/3/2014,6:00 PM,Diamondbacks,Rockies,151,-164,10.5 +106,10.5 -117,84.9,14,7,29.64,WNW,11.5,1.1545,2.25,6.75,9,3,16,2,18,37,1,0,0,0,1,0,0,0,0,\N,0,1,0,0,0,3,0,0,0,,4,,,,,,,,,,,,,,
6/5/2014,6:00 PM,Diamondbacks,Rockies,120,-130,10 +104,10 -115,66.9,43,42,30.09,East,11.5,1.2092,2.25,6.75,9,19,29,6,35,64,0,1,3,1,1,0,0,0,1,\N,3,2,0,2,1,1,1,0,2,,6,,,,,,,,,,,,,,
4/6/2014,2:00 PM,Diamondbacks,Rockies,115,-124,9 +100,9 -110,39.9,30.9,70,29.91,East,6.9,1.2686,2.25,11.25,13.5,8,21,6,27,36,1,0,1,0,1,0,0,0,0,\N,0,0,0,0,2,1,2,0,0,,1,,,,,,,,,,,,,,
4/4/2014,2:00 PM,Diamondbacks,Rockies,116,-126,10 -107,10 -103,46,18,33,30,SSE,11.5,1.2582,11.25,2.25,13.5,14,25,8,33,51,0,2,2,2,0,2,3,0,1,\N,0,1,0,0,1,0,0,0,0,,3,,,,,,,,,,,,,,
9/21/2014,2:00 PM,Diamondbacks,Rockies,-107,-101,10.5 +109,10.5 -120,71.1,52,51,30.13,South,18.4,1.1995,13.5,0,13.5,11,22,4,26,42,0,0,2,0,3,0,2,1,0,\N,1,0,0,2,0,0,0,0,0,,3,,,,,,,,,,,,,,
9/18/2014,6:00 PM,Diamondbacks,Rockies,111,-120,10 -118,10 +107,78.1,35.1,21,29.8,SSE,12.7,1.1736,2.25,4.5,6.75,13,20,6,26,36,2,2,0,2,0,0,0,1,0,\N,0,0,0,4,0,0,2,0,0,,2,,,,,,,,,,,,,,
7/5/2014,2:00 PM,Dodgers,Rockies,-104,-104,10.5 -123,10.5 +111,88,32,14,29.99,North,11.5,1.1601,9,0,9,13,19,5,24,39,0,0,0,2,1,0,3,0,2,\N,0,0,5,0,0,0,0,0,2,,2,,,,,,,,,,,,,,
6/7/2014,2:00 PM,Dodgers,Rockies,-131,121,9.5 -119,9.5 +108,66,48.9,54,29.97,SSW,11.5,1.2053,4.5,0,4.5,9,25,7,32,42,1,0,0,1,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,,1,,,,,,,,,,,,,,
5/22/2014,2:00 PM,Giants,Rockies,,,,,\N,\N,\N,\N,\N,\N,\N,4.5,4.5,9,6,22,6,28,34,0,0,0,0,1,0,0,1,0,\N,0,2,0,0,0,2,0,0,0,,1,,,,,,,,,,,,,,
9/17/2014,1:00 PM,Dodgers,Rockies,104,-112,10.5 -103,10.5 -107,84.9,32,15,29.86,Variable,3.5,1.1617,13.5,0,13.5,18,25,3,28,46,0,1,0,1,2,3,1,0,8,\N,1,1,0,0,0,0,0,0,0,,4,,,,,,,,,,,,,,
9/16/2014,6:00 PM,Dodgers,Rockies,-123,114,10.5 -120,10.5 +109,75,37,25,29.95,East,5.8,1.1862,6.75,0,6.75,14,23,5,28,41,0,3,0,2,0,2,0,1,2,\N,2,0,0,2,0,0,0,0,0,,2,,,,,,,,,,,,,,
4/21/2014,6:00 PM,Giants,Rockies,127,-138,10.5 -117,10.5 +106,60.1,34,38,30.09,South,11.5,1.2263,6.75,2.25,9,9,17,5,22,42,0,1,0,0,0,0,2,1,4,\N,1,0,0,0,0,0,1,0,0,,5,,,,,,,,,,,,,,
8/22/2014,6:00 PM,Marlins,Rockies,,,,,64,57,78,29.9,East,12.7,1.2053,9,13.5,22.5,18,29,12,41,58,1,0,0,0,2,0,2,0,0,\N,6,0,1,0,2,0,2,2,0,,3,,,,,,,,,,,,,,
8/24/2014,2:00 PM,Marlins,Rockies,,,,,79,32,18,29.84,Variable,5.8,1.1736,2.25,4.5,6.75,11,25,7,32,53,0,0,2,1,1,0,0,0,3,\N,0,0,2,0,0,0,0,2,0,,2,,,,,,,,,,,,,,
8/23/2014,6:00 PM,Marlins,Rockies,,,,,68,51.1,55,29.83,East,6.9,1.1947,2.25,2.25,4.5,9,26,10,36,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,2,,,,,,,,,,,,,,
7/21/2014,6:00 PM,Nationals,Rockies,-143,132,11 -110,11 +100,88,39.9,18,29.9,South,11.5,1.1557,0,9,9,9,23,7,30,40,0,0,0,2,0,0,0,0,0,\N,1,0,2,0,0,4,0,0,0,,1,,,,,,,,,,,,,,
7/23/2014,1:00 PM,Nationals,Rockies,-150,138,10 +109,10 -120,81,61,50,30.09,North,9.2,1.1738,0,2.25,2.25,8,22,4,26,32,0,0,2,1,0,0,0,0,3,\N,2,0,0,0,1,0,0,0,1,,0,,,,,,,,,,,,,,
5/4/2014,2:00 PM,Mets,Rockies,115,-125,11 +100,11 -110,82,12.9,7,29.65,WSW,20.7,1.1612,0,6.75,6.75,6,18,7,25,36,1,0,0,0,0,0,0,0,0,\N,0,0,1,0,0,1,2,0,1,,1,,,,,,,,,,,,,,
5/3/2014,6:00 PM,Mets,Rockies,118,-128,10.5 +107,10.5 -118,72,23,16,29.79,SSW,8.1,1.1879,18,6.75,24.75,21,30,9,39,58,2,0,1,0,8,0,0,0,0,\N,1,1,0,2,0,0,3,0,3,,3,,,,,,,,,,,,,,
9/5/2014,6:00 PM,Padres,Rockies,120,-130,9.5 +101,9.5 -111,55.9,53.1,90,30.25,NNW,12.7,1.2396,2.25,0,2.25,3,11,3,14,24,0,0,0,1,1,0,0,0,1,\N,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,
9/6/2014,6:00 PM,Padres,Rockies,122,-132,9 -112,9 +102,66,50,56,30.19,WSW,10.4,1.214,4.5,11.25,15.75,10,30,8,38,57,1,0,0,0,0,0,0,2,0,3,0,0,0,0,1,2,1,1,1,,4,,,,,,,,,,,,,,
9/7/2014,2:00 PM,Padres,Rockies,-130,120,9.5 +100,9.5 -110,\N,\N,\N,\N,\N,\N,\N,6.75,0,6.75,6,18,7,25,38,0,1,2,0,0,0,0,3,0,\N,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,
7/8/2014,6:00 PM,Padres,Rockies,-113,104,10 -105,10 -105,75,54,48,30.02,SSE,9.2,1.186,4.5,0,4.5,3,15,4,19,29,0,0,0,0,0,0,2,0,0,\N,0,0,0,1,0,0,0,0,0,,2,,,,,,,,,,,,,,
5/16/2014,6:00 PM,Padres,Rockies,143,-155,10 +122,10 -135,51.1,39,63,30.11,ENE,8.1,1.248,2.25,0,2.25,4,14,2,16,24,0,1,1,0,1,0,0,0,0,\N,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,
5/17/2014,6:00 PM,Padres,Rockies,117,-127,9.5 -110,9.5 +100,64,43,46,29.89,East,5.8,1.2078,4.5,9,13.5,13,24,11,35,53,0,0,0,2,1,1,0,0,1,\N,0,0,2,0,0,0,2,2,2,,3,,,,,,,,,,,,,,
7/27/2014,2:00 PM,Pirates,Rockies,-116,107,10.5 +100,10.5 -110,79,55.9,45,30.17,NW,8.1,1.1826,9,4.5,13.5,12,26,9,35,57,0,0,1,0,0,3,0,1,0,\N,0,2,0,3,0,0,0,2,0,,5,,,,,,,,,,,,,,
7/25/2014,6:00 PM,Pirates,Rockies,-113,104,10 -113,10 +102,77,51.1,40,29.94,Calm,0,1.179,2.25,0,2.25,9,15,8,23,33,0,0,7,0,0,0,1,0,0,\N,1,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,
5/6/2014,6:00 PM,Rangers,Rockies,110,-119,10.5 -106,10.5 -104,70,17.1,13,29.41,South,5.8,1.1776,4.5,0,4.5,13,29,10,39,56,0,0,2,6,1,0,1,0,2,\N,0,0,0,0,0,0,0,0,1,,3,,,,,,,,,,,,,,
4/20/2014,2:00 PM,Phillies,Rockies,140,-152,9.5 -115,9.5 +104,68,32,26,29.94,Variable,3.5,1.2021,11.25,4.5,15.75,19,30,7,37,63,0,1,2,0,2,0,3,0,1,\N,0,2,3,2,0,0,2,0,1,,4,,,,,,,,,,,,,,
4/19/2014,6:00 PM,Phillies,Rockies,126,-137,10.5 +102,10.5 -113,51.1,45,80,30.02,North,9.2,1.2433,6.75,0,6.75,4,11,1,12,16,0,0,0,0,0,2,1,0,0,\N,0,1,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,
4/18/2014,6:00 PM,Phillies,Rockies,134,-145,10.5 -106,10.5 -104,68,27,21,29.74,North,11.5,1.1946,9,2.25,11.25,13,20,4,24,30,0,2,1,1,0,1,0,3,4,\N,0,0,0,0,1,0,0,0,0,,1,,,,,,,,,,,,,,
8/15/2014,6:00 PM,Reds,Rockies,-144,133,9 +108,9 -119,69.1,52,54,30.03,SW,9.2,1.2,2.25,4.5,6.75,5,17,6,23,29,0,0,0,1,0,0,0,1,0,\N,1,0,0,0,0,1,1,0,0,,1,,,,,,,,,,,,,,
8/19/2014,6:00 PM,Royals,Rockies,-141,130,9.5 -119,9.5 +108,69.1,55,61,29.8,SSE,5.8,1.1901,2.25,2.25,4.5,11,22,10,32,46,2,0,0,0,1,0,0,0,1,\N,0,3,3,0,0,1,0,0,0,,2,,,,,,,,,,,,,,
7/12/2014,2:00 PM,Twins,Rockies,157,-171,10.5 -111,10.5 +101,78.1,57,48,30.1,North,10.4,1.1816,2.25,4.5,6.75,12,25,8,33,43,2,0,0,0,1,0,0,0,0,\N,2,3,0,0,0,1,1,0,2,,1,,,,,,,,,,,,,,
7/11/2014,6:00 PM,Twins,Rockies,174,-190,10 -106,10 -104,66.9,61,81,30.03,South,11.5,1.2028,6.75,2.25,9,7,21,1,22,35,0,0,1,0,0,0,2,1,2,\N,0,1,0,0,0,0,0,1,0,,3,,,,,,,,,,,,,,
4/9/2014,1:00 PM,White Sox,Rockies,154,-167,10 +106,10 -117,72,19.9,14,29.83,South,11.5,1.1898,4.5,9,13.5,14,24,5,29,37,0,6,0,1,0,0,1,1,1,\N,0,0,0,0,2,0,0,2,0,,0,,,,,,,,,,,,,,
9/2/2014,6:00 PM,Giants,Rockies,-139,128,10 -110,10 +100,78.1,48.9,36,29.84,South,10.4,1.1731,11.25,2.25,13.5,19,26,5,31,54,0,0,0,0,1,0,4,0,2,\N,0,2,6,3,1,0,0,0,0,,3,,,,,,,,,,,,,,
7/13/2014,2:00 PM,Twins,Rockies,124,-134,9.5 +100,9.5 -110,81,48.9,33,30.08,SSE,4.6,1.1762,6.75,2.25,9,18,31,5,36,54,0,0,0,0,1,0,0,2,2,\N,4,1,2,0,1,0,0,0,5,,2,,,,,,,,,,,,,,
7/3/2014,6:00 PM,Dodgers,Rockies,-139,128,10.5 -115,10.5 +104,82.9,39,21,29.94,SE,11.5,1.1682,2.25,4.5,6.75,5,14,5,19,23,0,1,0,0,1,0,0,0,0,\N,1,0,0,0,0,1,1,0,0,,0,,,,,,,,,,,,,,
6/9/2014,6:00 PM,Braves,Rockies,-127,117,10 -105,10 -105,64,30.9,29,29.98,Variable,3.5,1.213,0,4.5,4.5,4,12,9,21,26,0,0,1,0,0,0,0,0,0,\N,0,1,0,0,0,2,0,0,0,,1,,,,,,,,,,,,,,
6/6/2014,6:00 PM,Dodgers,Rockies,-117,108,10 -114,10 +103,75,33.1,22,29.73,NNW,24.2,1.1779,0,6.75,6.75,9,21,9,30,48,0,0,0,2,0,0,0,0,0,\N,1,0,0,2,2,0,0,1,1,,1,,,,,,,,,,,,,,
6/23/2014,6:00 PM,Cardinals,Rockies,-102,-106,10 -107,10 -103,70,48,46,29.96,SW,11.5,1.196,0,11.25,11.25,8,9,7,16,24,0,0,0,0,0,0,0,0,0,\N,0,0,3,0,1,1,3,0,0,,2,,,,,,,,,,,,,,
9/1/2014,2:00 PM,Giants,Rockies,-135,123,10.5 -110,10.5 +100,78.1,36,22,29.84,Variable,3.5,1.1751,4.5,6.75,11.25,19,29,7,36,48,1,0,3,4,0,0,0,2,0,\N,2,0,0,0,2,1,0,0,4,,2,,,,,,,,,,,,,,
8/14/2014,6:00 PM,Reds,Rockies,115,-125,9 -123,9 +111,72,55,55,29.91,South,6.9,1.188,15.75,4.5,20.25,7,16,2,18,27,0,0,0,0,3,2,1,1,0,\N,0,0,0,1,0,0,0,2,0,,2,,,,,,,,,,,,,,
9/20/2014,2:00 PM,Diamondbacks,Rockies,106,-115,10.5 -108,10.5 -102,\N,\N,\N,\N,\N,\N,\N,9,2.25,11.25,6,20,1,21,38,0,0,0,0,1,0,3,0,1,\N,0,0,0,0,1,0,0,0,0,,3,,,,,,,,,,,,,,
9/19/2014,6:00 PM,Diamondbacks,Rockies,-102,-106,10.5 -105,10.5 -105,78.1,41,27,29.81,SE,6.9,1.1733,13.5,0,13.5,13,27,4,31,43,0,4,0,5,3,3,0,0,0,\N,1,0,0,1,0,0,0,0,1,,1,,,,,,,,,,,,,,
9/15/2014,6:00 PM,Dodgers,Rockies,-121,112,11 -124,11 +112,66.9,48,51,30.28,NNW,6.9,1.216,4.5,2.25,6.75,14,25,9,34,54,0,0,0,0,1,0,0,1,1,\N,0,0,0,8,1,0,0,0,2,,2,,,,,,,,,,,,,,
9/3/2014,1:00 PM,Giants,Rockies,-124,115,11 -105,11 -105,90,28.9,11,29.65,South,9.2,1.1431,11.25,2.25,13.5,11,22,5,27,45,0,0,0,4,4,0,0,1,0,\N,0,0,0,0,1,0,0,0,1,,4,,,,,,,,,,,,,,
8/20/2014,6:00 PM,Royals,Rockies,-108,100,9.5 -108,9.5 -102,75.9,48,37,29.78,SE,4.6,1.1757,2.25,4.5,6.75,5,11,1,12,22,0,0,0,4,0,1,0,0,0,\N,0,0,0,0,0,1,0,1,0,,2,,,,,,,,,,,,,,
8/17/2014,2:00 PM,Reds,Rockies,126,-137,10 -119,10 +108,84.9,35.1,17,30.18,NNW,4.6,1.1738,2.25,11.25,13.5,19,25,15,40,61,5,0,2,0,0,0,0,1,2,\N,2,0,0,2,3,2,0,0,0,,5,,,,,,,,,,,,,,
8/17/2014,7:00 PM,Reds,Rockies,118,-128,10.5 +113,10.5 -125,72,44.1,37,29.95,South,13.8,1.1918,2.25,0,2.25,15,23,5,28,45,0,5,3,1,1,0,0,0,0,\N,0,0,1,3,0,0,0,0,1,,3,,,,,,,,,,,,,,
8/6/2014,6:00 PM,Cubs,Rockies,-124,115,9.5 -119,9.5 +108,69.1,52,54,30.17,NNE,20.7,1.2057,6.75,6.75,13.5,17,24,7,31,51,0,0,4,6,0,3,0,0,0,\N,0,0,0,0,1,2,0,0,1,,3,,,,,,,,,,,,,,
7/22/2014,6:00 PM,Nationals,Rockies,-187,172,10.5 -113,10.5 +102,89.1,43,20,30.07,SSW,12.7,1.1595,9,4.5,13.5,11,24,4,28,47,0,0,0,0,1,0,2,1,0,\N,0,0,3,2,2,0,0,0,0,,3,,,,,,,,,,,,,,
7/9/2014,1:00 PM,Padres,Rockies,118,-128,11.5 +106,11.5 -117,91,32,12,29.83,NNE,8.1,1.1477,2.25,6.75,9,9,18,4,22,46,0,3,0,0,0,1,0,0,2,\N,0,0,0,0,2,1,0,0,0,,7,,,,,,,,,,,,,,
7/7/2014,6:00 PM,Padres,Rockies,104,-113,10.5 +100,10.5 -110,84.9,36,17,30.07,SSE,12.7,1.1694,2.25,2.25,4.5,7,17,8,25,35,0,0,0,0,0,1,0,0,0,\N,0,0,3,2,0,1,0,0,0,,1,,,,,,,,,,,,,,
7/4/2014,6:00 PM,Dodgers,Rockies,-215,197,9.5 +104,9.5 -115,68,51.1,55,30.27,South,6.9,1.2124,0,11.25,11.25,9,19,6,25,34,0,0,0,0,0,0,0,0,0,\N,1,0,0,0,5,0,0,0,3,,1,,,,,,,,,,,,,,
6/24/2014,6:00 PM,Cardinals,Rockies,110,-119,10.5 -106,10.5 -104,75.9,48,37,29.94,East,10.4,1.182,6.75,11.25,18,10,29,8,37,51,0,2,2,0,0,3,0,0,3,\N,0,0,0,0,1,3,1,0,0,,3,,,,,,,,,,,,,,
6/20/2014,6:00 PM,Brewers,Rockies,-104,-104,10.5 -120,10.5 +109,81,36,20,29.85,ENE,12.7,1.1692,9,11.25,20.25,23,35,4,39,71,0,0,2,2,0,0,0,4,2,\N,1,0,1,3,0,1,3,1,3,,6,,,,,,,,,,,,,,
6/10/2014,6:00 PM,Braves,Rockies,-118,109,10 -120,10 +109,75,34,22,29.96,Variable,3.5,1.1869,11.25,6.75,18,23,27,11,38,57,0,1,1,0,2,1,2,0,3,\N,0,0,0,3,0,2,1,0,7,,4,,,,,,,,,,,,,,
6/4/2014,6:00 PM,Diamondbacks,Rockies,123,-133,10.5 -102,10.5 -108,72,45,38,29.88,ESE,12.7,1.1889,9,2.25,11.25,24,34,9,43,56,0,0,4,0,4,0,0,0,0,\N,5,6,1,0,0,0,1,0,3,,2,,,,,,,,,,,,,,
5/21/2014,6:00 PM,Giants,Rockies,117,-127,10 -111,10 +101,60.1,46,60,29.99,ENE,6.9,1.2204,0,2.25,2.25,6,12,5,17,30,0,1,0,0,0,0,0,0,0,\N,0,1,1,2,0,1,0,0,0,,3,,,,,,,,,,,,,,
5/18/2014,2:00 PM,Padres,Rockies,156,-170,10.5 -112,10.5 +102,81,30,16,29.59,SSW,13.8,1.1597,11.25,6.75,18,14,25,7,32,56,2,0,0,1,0,1,0,4,0,0,0,2,0,0,1,0,2,0,0,,6,,,,,,,,,,,,,,
5/20/2014,6:00 PM,Giants,Rockies,101,-109,9.5 -107,9.5 -103,61,46,58,29.86,ENE,9.2,1.213,2.25,6.75,9,9,19,6,25,35,2,0,0,2,0,1,0,0,0,\N,1,0,0,0,3,0,0,0,0,,1,,,,,,,,,,,,,,
5/5/2014,6:00 PM,Rangers,Rockies,103,-111,10.5 -116,10.5 +105,72,18,13,29.59,South,10.4,1.1803,11.25,0,11.25,10,22,6,28,47,0,1,2,0,2,0,1,2,0,\N,1,0,0,1,0,0,0,0,0,,3,,,,,,,,,,,,,,
5/2/2014,6:00 PM,Mets,Rockies,122,-132,9.5 -109,9.5 -101,68,23,18,29.87,NW,6.9,1.2001,6.75,0,6.75,10,21,3,24,33,0,0,3,0,0,1,0,2,4,\N,0,0,0,2,0,0,0,0,1,,2,,,,,,,,,,,,,,
4/22/2014,6:00 PM,Giants,Rockies,-111,103,10.5 -102,10.5 -108,69.1,30.9,24,29.62,SW,11.5,1.1869,4.5,2.25,6.75,3,17,4,21,33,0,0,0,0,1,1,0,0,0,\N,0,0,0,0,1,0,0,0,0,,3,,,,,,,,,,,,,,
4/7/2014,6:00 PM,White Sox,Rockies,136,-147,10 -102,10 -108,48.9,17.1,28,30.16,NNE,13.8,1.2578,11.25,0,11.25,9,18,7,25,36,0,1,0,1,3,0,1,1,1,\N,0,0,1,0,0,0,0,0,0,,2,,,,,,,,,,,,,,
4/5/2014,6:00 PM,Diamondbacks,Rockies,109,-118,9.5 +101,9.5 -111,45,28.9,53,29.89,SW,6.9,1.2551,11.25,6.75,18,9,18,1,19,38,0,2,1,1,2,3,0,0,0,\N,0,0,0,0,0,0,2,1,1,,4,,,,,,,,,,,,,,
5/29/2013,6:00 PM,Astros,Rockies,215,-236,10 -107,10 -103,61,42.1,50,29.53,NNW,13.8,1.2002,4.5,2.25,6.75,9,19,8,27,40,1,0,0,0,1,1,0,0,0,\N,3,1,0,1,0,0,0,1,0,,3,,,,,,,,,,,,,,
4/24/2013,1:00 PM,Braves,Rockies,-122,113,9.5 -103,9.5 -107,50,17.1,27,30.19,NNW,18.4,1.2563,0,4.5,4.5,11,25,10,35,52,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,,2,,,,,,,,,,,,,,
4/23/2013,1:00 PM,Braves,Rockies,113,-122,9.5 +107,9.5 -118,26.1,12.9,58,30.28,Calm,0,1.3223,6.75,6.75,13.5,7,15,4,19,35,0,0,0,0,0,0,1,2,0,\N,0,0,0,0,0,1,0,2,1,,3,,,,,,,,,,,,,,
7/28/2013,2:00 PM,Brewers,Rockies,163,-177,9.5 -109,9.5 -101,66,55.9,70,29.91,North,12.7,1.2013,0,6.75,6.75,11,22,1,23,50,0,2,1,2,0,0,0,0,1,\N,0,2,0,0,0,1,1,1,0,,6,,,,,,,,,,,,,,
7/27/2013,6:00 PM,Brewers,Rockies,117,-127,10 -120,10 +109,72,55,55,29.92,NNE,10.4,1.1884,0,6.75,6.75,12,20,2,22,43,0,1,0,4,0,0,0,0,0,\N,0,0,1,0,0,0,2,1,3,,4,,,,,,,,,,,,,,
9/19/2013,1:00 PM,Cardinals,Rockies,-160,147,9.5 +104,9.5 -115,55.9,42.1,60,30.04,North,6.9,1.2331,4.5,4.5,9,13,33,10,43,60,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,,,,,,,,,,,
9/17/2013,6:00 PM,Cardinals,Rockies,-133,123,10 -110,10 +100,73,46,38,29.76,SE,6.9,1.1817,0,20.25,20.25,15,27,10,37,48,0,0,4,0,0,0,0,0,0,\N,1,0,0,0,2,0,6,1,1,,1,,,,,,,,,,,,,,
7/19/2013,6:00 PM,Cubs,Rockies,140,-152,9.5 -123,9.5 +111,77,53.1,43,29.98,NNE,9.2,1.1802,2.25,2.25,4.5,3,13,6,19,29,0,0,0,0,0,1,0,0,0,\N,1,0,1,0,0,1,0,0,0,,2,,,,,,,,,,,,,,
7/20/2013,6:00 PM,Cubs,Rockies,142,-154,10 -145,10 +131,80.1,57,45,29.83,NNE,10.4,1.1666,15.75,2.25,18,12,21,12,33,48,0,2,0,0,4,3,0,0,0,\N,0,0,1,1,0,0,1,0,0,,2,,,,,,,,,,,,,,
9/20/2013,6:00 PM,Diamondbacks,Rockies,124,-134,9 -107,9 -103,66,41,40,30.1,ESE,4.6,1.212,4.5,0,4.5,13,22,11,33,56,0,1,2,4,0,0,2,0,0,\N,1,0,1,0,0,0,0,0,2,,6,,,,,,,,,,,,,,
5/22/2013,1:00 PM,Diamondbacks,Rockies,115,-125,9 -105,9 -105,73,32,22,29.78,East,9.2,1.1844,4.5,2.25,6.75,4,15,0,15,26,0,0,0,0,0,0,2,0,2,\N,0,0,0,0,0,1,0,0,0,,1,,,,,,,,,,,,,,
4/20/2013,6:00 PM,Diamondbacks,Rockies,101,-109,9.5 +108,9.5 -119,46,34,63,29.97,SSW,6.9,1.2554,6.75,0,6.75,7,12,6,18,31,0,0,0,1,0,0,2,1,0,\N,1,2,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,
4/19/2013,6:00 PM,Diamondbacks,Rockies,112,-121,9.5 -111,9.5 +101,48.9,19.9,32,29.95,SSW,3.5,1.2488,6.75,0,6.75,4,8,4,12,18,0,0,0,0,1,2,0,0,0,\N,1,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,
7/3/2013,6:00 PM,Dodgers,Rockies,-102,-106,9.5 -115,9.5 +104,82.9,35.1,18,29.79,NE,6.9,1.1629,9,11.25,20.25,18,27,10,37,63,1,0,2,0,1,0,0,3,1,\N,2,0,1,1,1,4,0,0,1,,5,,,,,,,,,,,,,,
6/1/2013,2:00 PM,Dodgers,Rockies,126,-137,9 -111,9 +101,64,34,33,30.13,Variable,6.9,1.2188,6.75,11.25,18,13,25,7,32,49,1,0,0,2,0,3,0,0,1,0,0,0,0,1,2,0,0,3,0,,3,,,,,,,,,,,,,,
5/19/2013,2:00 PM,Giants,Rockies,121,-131,10.5 +100,10.5 -110,64.9,25,22,29.66,NW,10.4,1.1986,4.5,0,4.5,5,19,5,24,28,0,0,0,2,2,0,0,0,1,\N,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,
5/16/2013,6:00 PM,Giants,Rockies,-103,-105,9.5 -114,9.5 +103,73,37,27,29.7,ENE,10.4,1.1807,13.5,11.25,24.75,14,20,4,24,39,0,0,0,0,0,0,3,3,0,\N,0,0,0,3,0,5,0,0,0,,3,,,,,,,,,,,,,,
5/18/2013,6:00 PM,Giants,Rockies,-107,-101,11 +100,11 -110,64.9,28.9,26,29.66,WSW,11.5,1.1982,13.5,2.25,15.75,12,24,7,31,41,0,3,1,0,2,1,3,0,0,\N,0,1,0,0,0,0,0,1,0,,1,,,,,,,,,,,,,,
5/31/2013,6:00 PM,Dodgers,Rockies,-128,118,8.5 -127,8.5 +115,66.9,10.9,11,29.83,NW,13.8,1.2018,4.5,11.25,15.75,12,20,8,28,36,0,2,1,0,0,0,2,0,0,0,2,0,0,0,0,0,2,3,0,,1,,,,,,,,,,,,,,
8/26/2013,6:00 PM,Giants,Rockies,129,-140,10.5 -113,10.5 +102,80.6,51.8,37,30.2,NNE,6.9,1.1812,11.25,0,11.25,7,20,5,25,37,0,0,1,0,0,2,1,2,0,\N,1,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,
